test_year,division_name,label,rate,group
2006,Accomack County,disadvantaged,0.719398604883757,Economic Status
2006,Albemarle County,disadvantaged,0.6109073644956439,Economic Status
2006,Alexandria City,disadvantaged,0.6463961275077718,Economic Status
2006,Alleghany Highlands,disadvantaged,0.7525403760284577,Economic Status
2006,Amelia County,disadvantaged,0.6551212819875479,Economic Status
2006,Amherst County,disadvantaged,0.6241412039925928,Economic Status
2006,Appomattox County,disadvantaged,0.7626478216806837,Economic Status
2006,Arlington County,disadvantaged,0.6060874804691913,Economic Status
2006,Augusta County,disadvantaged,0.6321746084317057,Economic Status
2006,Bath County,disadvantaged,0.6591725142522382,Economic Status
2006,Bedford County,disadvantaged,0.6758164465743306,Economic Status
2006,Bland County,disadvantaged,0.6322077859919306,Economic Status
2006,Botetourt County,disadvantaged,0.6900322471088992,Economic Status
2006,Bristol City,disadvantaged,0.6859234048842094,Economic Status
2006,Brunswick County,disadvantaged,0.6151131543441073,Economic Status
2006,Buchanan County,disadvantaged,0.674092932613733,Economic Status
2006,Buckingham County,disadvantaged,0.6426163419241011,Economic Status
2006,Buena Vista City,disadvantaged,0.7092495615701204,Economic Status
2006,Campbell County,disadvantaged,0.5937657754371131,Economic Status
2006,Caroline County,disadvantaged,0.6260062497449277,Economic Status
2006,Carroll County,disadvantaged,0.5967578276320178,Economic Status
2006,Charles City County,disadvantaged,0.4933575283768098,Economic Status
2006,Charlotte County,disadvantaged,0.7578573480882478,Economic Status
2006,Charlottesville City,disadvantaged,0.5627707396377957,Economic Status
2006,Chesapeake City,disadvantaged,0.7351501431665421,Economic Status
2006,Chesterfield County,disadvantaged,0.6642026155549828,Economic Status
2006,Clarke County,disadvantaged,0.5892402933617801,Economic Status
2006,Colonial Beach,disadvantaged,0.5593179325050852,Economic Status
2006,Colonial Heights City,disadvantaged,0.6624159877489727,Economic Status
2006,Covington City,disadvantaged,0.46400036863822186,Economic Status
2006,Craig County,disadvantaged,0.6397214751679811,Economic Status
2006,Culpeper County,disadvantaged,0.6158145820698774,Economic Status
2006,Cumberland County,disadvantaged,0.6788921490887191,Economic Status
2006,Danville City,disadvantaged,0.6202191723983627,Economic Status
2006,Dickenson County,disadvantaged,0.6016098131969914,Economic Status
2006,Dinwiddie County,disadvantaged,0.738004821755808,Economic Status
2006,Essex County,disadvantaged,0.5571616676274854,Economic Status
2006,Fairfax County,disadvantaged,0.6318206125637222,Economic Status
2006,Falls Church City,disadvantaged,0.6730921877993663,Economic Status
2006,Fauquier County,disadvantaged,0.56554145688808,Economic Status
2006,Floyd County,disadvantaged,0.6788654619919213,Economic Status
2006,Fluvanna County,disadvantaged,0.6282049863230208,Economic Status
2006,Franklin City,disadvantaged,0.6017116808014196,Economic Status
2006,Franklin County,disadvantaged,0.755859108296048,Economic Status
2006,Frederick County,disadvantaged,0.6181345728462835,Economic Status
2006,Fredericksburg City,disadvantaged,0.5135455766493875,Economic Status
2006,Galax City,disadvantaged,0.6488529496339844,Economic Status
2006,Giles County,disadvantaged,0.6688014056957414,Economic Status
2006,Gloucester County,disadvantaged,0.6553177056156259,Economic Status
2006,Goochland County,disadvantaged,0.7344156817946507,Economic Status
2006,Grayson County,disadvantaged,0.5405165656351815,Economic Status
2006,Greene County,disadvantaged,0.529457183851769,Economic Status
2006,Greensville County,disadvantaged,0.5829401745446648,Economic Status
2006,Halifax County,disadvantaged,0.6669856153077307,Economic Status
2006,Hampton City,disadvantaged,0.5787096333649571,Economic Status
2006,Hanover County,disadvantaged,0.6356166885962541,Economic Status
2006,Harrisonburg City,disadvantaged,0.626588322655483,Economic Status
2006,Henrico County,disadvantaged,0.6549269712296992,Economic Status
2006,Henry County,disadvantaged,0.6619226978773328,Economic Status
2006,Highland County,disadvantaged,0.6547009307281363,Economic Status
2006,Hopewell City,disadvantaged,0.6973300148711643,Economic Status
2006,Isle of Wight County,disadvantaged,0.6512402150335741,Economic Status
2006,King and Queen County,disadvantaged,0.6616683501523682,Economic Status
2006,King George County,disadvantaged,0.4910337387658504,Economic Status
2006,King William County,disadvantaged,0.6168730826213704,Economic Status
2006,Lancaster County,disadvantaged,0.6754513379516202,Economic Status
2006,Lee County,disadvantaged,0.7506730706184181,Economic Status
2006,Lexington City,disadvantaged,0.6937510644117447,Economic Status
2006,Loudoun County,disadvantaged,0.6233518146192877,Economic Status
2006,Louisa County,disadvantaged,0.6569326273455975,Economic Status
2006,Lunenburg County,disadvantaged,0.5707544614746897,Economic Status
2006,Lynchburg City,disadvantaged,0.5791874441385653,Economic Status
2006,Madison County,disadvantaged,0.7054045634200037,Economic Status
2006,Manassas City,disadvantaged,0.6591299002878386,Economic Status
2006,Manassas Park City,disadvantaged,0.7280830539675226,Economic Status
2006,Martinsville City,disadvantaged,0.5740030312951755,Economic Status
2006,Mathews County,disadvantaged,0.6770211318536453,Economic Status
2006,Mecklenburg County,disadvantaged,0.7695949926474456,Economic Status
2006,Middlesex County,disadvantaged,0.550912576468326,Economic Status
2006,Montgomery County,disadvantaged,0.5569956552341596,Economic Status
2006,Nelson County,disadvantaged,0.6119134847725564,Economic Status
2006,New Kent County,disadvantaged,0.5666284918966702,Economic Status
2006,Newport News City,disadvantaged,0.6170541077869504,Economic Status
2006,Norfolk City,disadvantaged,0.6644630809595132,Economic Status
2006,Northampton County,disadvantaged,0.5750025876584202,Economic Status
2006,Northumberland County,disadvantaged,0.5335980932743182,Economic Status
2006,Norton City,disadvantaged,0.7502328258175537,Economic Status
2006,Nottoway County,disadvantaged,0.6937741229966462,Economic Status
2006,Orange County,disadvantaged,0.5515318763411925,Economic Status
2006,Page County,disadvantaged,0.6764490238700315,Economic Status
2006,Patrick County,disadvantaged,0.7301388088463114,Economic Status
2006,Petersburg City,disadvantaged,0.5299447038710813,Economic Status
2006,Pittsylvania County,disadvantaged,0.6494739572392744,Economic Status
2006,Poquoson City,disadvantaged,0.7704357882393337,Economic Status
2006,Portsmouth City,disadvantaged,0.6497136053288749,Economic Status
2006,Powhatan County,disadvantaged,0.5668752248661968,Economic Status
2006,Prince Edward County,disadvantaged,0.520541591797248,Economic Status
2006,Prince George County,disadvantaged,0.654764275185084,Economic Status
2006,Prince William County,disadvantaged,0.6728143811893983,Economic Status
2006,Pulaski County,disadvantaged,0.5720010425426663,Economic Status
2006,Radford City,disadvantaged,0.6827754808262579,Economic Status
2006,Rappahannock County,disadvantaged,0.6274398177640638,Economic Status
2006,Richmond City,disadvantaged,0.6618967064297707,Economic Status
2006,Richmond County,disadvantaged,0.5838385763863299,Economic Status
2006,Roanoke City,disadvantaged,0.5957750640635814,Economic Status
2006,Roanoke County,disadvantaged,0.6927050703953118,Economic Status
2006,Rockbridge County,disadvantaged,0.6216858745496474,Economic Status
2006,Rockingham County,disadvantaged,0.7661875884783877,Economic Status
2006,Russell County,disadvantaged,0.6832431166746401,Economic Status
2006,Salem City,disadvantaged,0.7467967966734825,Economic Status
2006,Scott County,disadvantaged,0.8030533671046992,Economic Status
2006,Shenandoah County,disadvantaged,0.6378641251705321,Economic Status
2006,Smyth County,disadvantaged,0.6575449781754135,Economic Status
2006,Southampton County,disadvantaged,0.5590847557118952,Economic Status
2006,Spotsylvania County,disadvantaged,0.5713787734028825,Economic Status
2006,Stafford County,disadvantaged,0.5733661401842293,Economic Status
2006,Staunton City,disadvantaged,0.6481792716859844,Economic Status
2006,Suffolk City,disadvantaged,0.5906731656313309,Economic Status
2006,Surry County,disadvantaged,0.7230857627171429,Economic Status
2006,Sussex County,disadvantaged,0.40094868368040304,Economic Status
2006,Tazewell County,disadvantaged,0.6506234330476364,Economic Status
2006,VA Overall,disadvantaged,0.6355150626761559,Economic Status
2006,Virginia Beach City,disadvantaged,0.6881956608887101,Economic Status
2006,Warren County,disadvantaged,0.6557120257786012,Economic Status
2006,Washington County,disadvantaged,0.6520757626055088,Economic Status
2006,Waynesboro City,disadvantaged,0.6357363566020319,Economic Status
2006,West Point,disadvantaged,0.7056613855088523,Economic Status
2006,Westmoreland County,disadvantaged,0.5854578545595345,Economic Status
2006,Williamsburg-James City County,disadvantaged,0.5176716912673581,Economic Status
